sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,start,end,raw_HR,AMP_HR,BP_HR,Median_HR,Wavelet_HR,AMP->BP_HR,AMP->Median_HR,AMP->Wavelet_HR,BP->AMP_HR,BP->Median_HR,BP->Wavelet_HR,Median->AMP_HR,Median->BP_HR,Median->Wavelet_HR,Wavelet->AMP_HR,Wavelet->BP_HR,Wavelet->Median_HR
sample_10,72.0,"[18.96, 48.96]",123.88838653144738,18.96,48.96,117.17522272925072,117.17522272925072,117.17522272925072,70.30513363755043,117.17522272925072,117.17522272925072,70.30513363755043,117.17522272925072,117.17522272925072,70.30513363755043,117.17522272925072,70.30513363755043,70.30513363755043,54.68177060698367,117.17522272925072,117.17522272925072,54.68177060698367
sample_11,69.0,"[3.61, 33.61]",122.23382182217108,3.61,33.61,125.01116958392328,125.01116958392328,125.01116958392328,70.31878289095684,125.01116958392328,125.01116958392328,70.31878289095684,125.01116958392328,125.01116958392328,70.31878289095684,125.01116958392328,70.31878289095684,70.31878289095684,70.31878289095684,125.01116958392328,125.01116958392328,70.31878289095684
sample_12,69.0,"[29.37, 59.37]",115.49990794581063,29.37,59.37,70.30694528590429,70.30694528590429,70.30694528590429,70.30694528590429,62.49506247635938,70.30694528590429,70.30694528590429,62.49506247635938,70.30694528590429,70.30694528590429,70.30694528590429,70.30694528590429,70.30694528590429,70.30694528590429,62.49506247635938,62.49506247635938,62.49506247635938
sample_13,73.0,"[24.61, 54.61]",125.2962835716199,24.61,54.61,125.02157795599393,125.02157795599393,125.02157795599393,62.51078897799697,125.02157795599393,125.02157795599393,62.51078897799697,125.02157795599393,125.02157795599393,70.32463760024658,125.02157795599393,62.51078897799697,62.51078897799697,62.51078897799697,125.02157795599393,125.02157795599393,62.51078897799697
sample_14,74.0,"[26.17, 56.17]",67.93796322459863,26.17,56.17,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257,70.35014259302257
sample_15,65.0,"[25.39, 55.39]",68.65122381380239,25.39,55.39,117.16475530888938,117.16475530888938,117.16475530888938,70.29885318533363,124.97573899614868,117.16475530888938,70.29885318533363,124.97573899614868,117.16475530888938,70.29885318533363,124.97573899614868,70.29885318533363,70.29885318533363,70.29885318533363,124.97573899614868,124.97573899614868,46.86590212355575
sample_16,63.0,"[14.71, 44.71]",65.46423399462202,14.71,44.71,62.503846723070346,62.503846723070346,62.503846723070346,62.503846723070346,70.31682756345415,62.503846723070346,62.503846723070346,70.31682756345415,62.503846723070346,62.503846723070346,62.503846723070346,62.503846723070346,62.503846723070346,62.503846723070346,70.31682756345415,70.31682756345415,70.31682756345415
sample_17,70.0,"[20.52, 50.52]",121.6418340730699,20.52,50.52,125.03010096945903,125.03010096945903,125.03010096945903,70.3294317953207,54.700669174138326,125.03010096945903,70.3294317953207,54.700669174138326,125.03010096945903,70.3294317953207,109.40133834827665,70.3294317953207,70.3294317953207,62.515050484729514,54.700669174138326,54.700669174138326,54.700669174138326
sample_18,69.0,"[1.81, 31.81]",122.84847721242303,1.81,31.81,125.01549382908938,125.01549382908938,125.01549382908938,70.32121527886278,125.01549382908938,125.01549382908938,70.32121527886278,125.01549382908938,125.01549382908938,70.32121527886278,125.01549382908938,70.32121527886278,70.32121527886278,70.32121527886278,125.01549382908938,125.01549382908938,62.50774691454469
sample_19,82.0,"[3.55, 33.55]",131.09678031925347,3.55,33.55,132.83659789275697,132.83659789275697,132.83659789275697,70.32525770793015,125.0226803696536,132.83659789275697,70.32525770793015,109.3948453234469,132.83659789275697,70.32525770793015,125.0226803696536,70.32525770793015,70.32525770793015,54.69742266172345,125.0226803696536,125.0226803696536,62.5113401848268
sample_20,63.0,"[17.23, 47.23]",71.41078170577158,17.23,47.23,124.99938541317967,124.99938541317967,124.99938541317967,62.49969270658983,124.99938541317967,124.99938541317967,62.49969270658983,124.99938541317967,124.99938541317967,70.31215429491357,117.18692382485594,62.49969270658983,62.49969270658983,62.49969270658983,78.1246158832373,124.99938541317967,70.31215429491357
sample_21,62.0,"[8.70, 38.70]",128.33966723198594,8.7,38.7,125.01290772466453,132.82621445745608,125.01290772466453,70.31976059512381,78.13306732791533,132.82621445745608,70.31976059512381,125.01290772466453,132.82621445745608,70.31976059512381,78.13306732791533,70.31976059512381,70.31976059512381,62.506453862332265,125.01290772466453,78.13306732791533,78.13306732791533
sample_22,67.0,"[9.29, 39.29]",120.53433838462912,9.29,39.29,124.98953165150401,179.672451749037,124.98953165150401,179.672451749037,124.98953165150401,124.98953165150401,179.672451749037,109.365840195066,124.98953165150401,62.494765825752005,124.98953165150401,179.672451749037,62.494765825752005,179.672451749037,85.930303010409,124.98953165150401,54.682920097533
sample_23,69.0,"[6.13, 36.13]",71.11395069525209,6.13,36.13,125.01405238100969,125.01405238100969,125.01405238100969,62.507026190504845,125.01405238100969,125.01405238100969,62.507026190504845,125.01405238100969,125.01405238100969,62.507026190504845,125.01405238100969,62.507026190504845,62.507026190504845,70.32040446431795,125.01405238100969,125.01405238100969,70.32040446431795
sample_24,66.0,"[3.12, 33.12]",131.52648025780508,3.12,33.12,124.9959311220347,124.9959311220347,124.9959311220347,62.49796556101735,117.18368542690753,124.9959311220347,62.49796556101735,117.18368542690753,124.9959311220347,62.49796556101735,117.18368542690753,62.49796556101735,62.49796556101735,54.685719865890185,117.18368542690753,117.18368542690753,62.49796556101735
sample_25,62.0,"[27.28, 57.28]",69.2638168264322,27.28,57.28,70.30124844409681,70.30124844409681,70.30124844409681,70.30124844409681,124.9799972339499,70.30124844409681,70.30124844409681,124.9799972339499,70.30124844409681,70.30124844409681,124.9799972339499,70.30124844409681,70.30124844409681,62.48999861697495,124.9799972339499,124.9799972339499,62.48999861697495
sample_26,66.0,"[2.33, 32.33]",124.82021701009084,2.33,32.33,125.00332735289292,125.00332735289292,125.00332735289292,62.50166367644646,125.00332735289292,125.00332735289292,62.50166367644646,125.00332735289292,125.00332735289292,70.31437163600228,125.00332735289292,62.50166367644646,62.50166367644646,62.50166367644646,46.876247757334845,125.00332735289292,46.876247757334845
sample_27,64.0,"[22.68, 52.68]",68.06049957848806,22.68,52.68,125.01157231994938,125.01157231994938,125.01157231994938,70.31900942997153,132.8247955899462,125.01157231994938,70.31900942997153,132.8247955899462,125.01157231994938,70.31900942997153,132.8247955899462,70.31900942997153,70.31900942997153,70.31900942997153,132.8247955899462,132.8247955899462,54.69256288997785
sample_28,76.0,"[18.23, 48.23]",178.0615852680457,18.23,48.23,179.67893985574173,179.67893985574173,124.99404511703773,70.30915037833373,54.684894738704,124.99404511703773,70.30915037833373,54.684894738704,124.99404511703773,70.30915037833373,117.18191729722287,70.30915037833373,70.30915037833373,70.30915037833373,46.87276691888915,54.684894738704,54.684894738704
sample_29,78.0,"[10.22, 40.22]",128.96322385958854,10.22,40.22,125.02564850387566,125.02564850387566,125.02564850387566,70.32692728343005,54.6987212204456,125.02564850387566,70.32692728343005,54.6987212204456,125.02564850387566,70.32692728343005,132.83975153536787,70.32692728343005,70.32692728343005,46.88461818895337,54.6987212204456,54.6987212204456,54.6987212204456
sample_30,70.0,"[16.84, 46.84]",123.01578957029808,16.84,46.84,117.21603770470091,125.03044021834764,117.21603770470091,62.51522010917382,101.58723267740746,125.03044021834764,62.51522010917382,101.58723267740746,117.21603770470091,62.51522010917382,125.03044021834764,62.51522010917382,62.51522010917382,62.51522010917382,101.58723267740746,101.58723267740746,54.70081759552709
sample_31,72.0,"[17.02, 47.02]",122.35161222568608,17.02,47.02,124.97561188937907,124.97561188937907,124.97561188937907,70.29878168777572,124.97561188937907,124.97561188937907,70.29878168777572,124.97561188937907,124.97561188937907,62.48780594468953,124.97561188937907,70.29878168777572,70.29878168777572,62.48780594468953,124.97561188937907,124.97561188937907,62.48780594468953
sample_32,71.0,"[20.86, 50.86]",119.61373713613656,20.86,50.86,117.17264045988887,117.17264045988887,117.17264045988887,70.30358427593333,117.17264045988887,117.17264045988887,70.30358427593333,117.17264045988887,117.17264045988887,70.30358427593333,117.17264045988887,70.30358427593333,70.30358427593333,62.49207491194073,117.17264045988887,117.17264045988887,46.86905618395556
sample_33,73.0,"[2.06, 32.06]",67.31763560974538,2.06,32.06,179.75793127899357,179.75793127899357,70.34006006569314,179.75793127899357,179.75793127899357,70.34006006569314,179.75793127899357,54.708935606650215,70.34006006569314,70.34006006569314,93.78674675425752,62.524497836171676,70.34006006569314,179.75793127899357,179.75793127899357,164.12680681995064,54.708935606650215
sample_34,82.0,"[15.16, 45.16]",68.67024396221575,15.16,45.16,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892,70.31832981730892
sample_35,63.0,"[8.61, 38.61]",71.86843346450563,8.61,38.61,117.18674501218754,70.31204700731251,117.18674501218754,70.31204700731251,124.99919467966672,70.31204700731251,70.31204700731251,70.31204700731251,117.18674501218754,70.31204700731251,70.31204700731251,70.31204700731251,70.31204700731251,70.31204700731251,124.99919467966672,124.99919467966672,62.49959733983336
sample_36,77.0,"[27.09, 57.09]",123.60386132327142,27.09,57.09,125.00775703212832,125.00775703212832,125.00775703212832,70.31686333057218,93.75581777409623,125.00775703212832,70.31686333057218,109.38178740311227,125.00775703212832,70.31686333057218,125.00775703212832,70.31686333057218,70.31686333057218,70.31686333057218,93.75581777409623,93.75581777409623,62.50387851606416
sample_37,74.0,"[2.90, 32.90]",115.93805924424753,2.9,32.9,132.779587850254,132.779587850254,132.779587850254,70.2950759207227,124.96902385906259,132.779587850254,70.2950759207227,124.96902385906259,132.779587850254,70.2950759207227,117.15845986787117,70.2950759207227,70.2950759207227,70.2950759207227,117.15845986787117,124.96902385906259,62.484511929531294
sample_38,85.0,"[17.65, 47.65]",130.05722993036983,17.65,47.65,125.05033187671239,125.05033187671239,125.05033187671239,179.75985207277407,125.05033187671239,125.05033187671239,179.75985207277407,117.23468613441787,125.05033187671239,62.525165938356196,125.05033187671239,179.75985207277407,62.525165938356196,62.525165938356196,125.05033187671239,125.05033187671239,46.89387445376715
sample_39,73.0,"[1.48, 31.48]",127.07636888014603,1.48,31.48,70.29626744294274,70.29626744294274,70.29626744294274,70.29626744294274,54.67487467784436,70.29626744294274,70.29626744294274,54.67487467784436,70.29626744294274,70.29626744294274,117.1604457382379,70.29626744294274,70.29626744294274,70.29626744294274,54.67487467784436,54.67487467784436,54.67487467784436
sample_40,72.0,"[5.22, 35.22]",134.43385189979458,5.22,35.22,117.19091743364609,117.19091743364609,117.19091743364609,62.50182263127792,132.81637309146558,117.19091743364609,62.50182263127792,54.68909480236818,117.19091743364609,70.31455046018766,125.00364526255584,62.50182263127792,62.50182263127792,62.50182263127792,125.00364526255584,132.81637309146558,46.87636697345844
sample_41,77.0,"[26.07, 56.07]",130.90234468091475,26.07,56.07,124.98275147156804,124.98275147156804,124.98275147156804,70.30279770275702,124.98275147156804,124.98275147156804,70.30279770275702,124.98275147156804,124.98275147156804,70.30279770275702,124.98275147156804,70.30279770275702,70.30279770275702,62.49137573578402,124.98275147156804,124.98275147156804,70.30279770275702
sample_42,76.0,"[27.81, 57.81]",117.63018655995316,27.81,57.81,117.1724815538833,117.1724815538833,117.1724815538833,70.30348893232998,70.30348893232998,117.1724815538833,70.30348893232998,70.30348893232998,117.1724815538833,70.30348893232998,70.30348893232998,70.30348893232998,70.30348893232998,70.30348893232998,70.30348893232998,70.30348893232998,62.49199016207109
sample_43,58.0,"[29.09, 59.09]",135.70332177255167,29.09,59.09,132.86408466909896,132.86408466909896,132.86408466909896,70.33980953069945,117.23301588449907,132.86408466909896,70.33980953069945,117.23301588449907,132.86408466909896,62.5242751383995,117.23301588449907,70.33980953069945,70.33980953069945,62.5242751383995,117.23301588449907,117.23301588449907,54.70874074609957
sample_44,69.0,"[26.49, 56.49]",124.07381281141102,26.49,56.49,125.02000916987441,125.02000916987441,125.02000916987441,62.51000458493721,62.51000458493721,125.02000916987441,62.51000458493721,62.51000458493721,125.02000916987441,62.51000458493721,62.51000458493721,62.51000458493721,62.51000458493721,62.51000458493721,62.51000458493721,62.51000458493721,54.69625401182006
sample_45,70.0,"[21.54, 51.54]",120.57008793440248,21.54,51.54,125.02660257704116,125.02660257704116,125.02660257704116,70.32746394958566,54.699138627455504,125.02660257704116,70.32746394958566,54.699138627455504,125.02660257704116,70.32746394958566,117.21243991597609,70.32746394958566,70.32746394958566,70.32746394958566,46.884975966390435,54.699138627455504,54.699138627455504
sample_46,65.0,"[16.65, 46.65]",123.90949723552934,16.65,46.65,125.00820213712518,125.00820213712518,125.00820213712518,70.31711370213291,125.00820213712518,125.00820213712518,70.31711370213291,125.00820213712518,125.00820213712518,70.31711370213291,125.00820213712518,70.31711370213291,70.31711370213291,70.31711370213291,125.00820213712518,125.00820213712518,46.87807580142194
sample_47,71.0,"[13.73, 43.73]",127.75102236397989,13.73,43.73,125.03421448097052,125.03421448097052,125.03421448097052,70.33174564554592,117.21957607590986,125.03421448097052,70.33174564554592,125.03421448097052,125.03421448097052,70.33174564554592,117.21957607590986,70.33174564554592,70.33174564554592,70.33174564554592,117.21957607590986,117.21957607590986,62.51710724048526
sample_48,70.0,"[28.17, 58.17]",119.76778780520104,28.17,58.17,117.1740904896744,117.1740904896744,117.1740904896744,70.30445429380464,117.1740904896744,117.1740904896744,70.30445429380464,117.1740904896744,117.1740904896744,70.30445429380464,124.98569652231936,70.30445429380464,70.30445429380464,70.30445429380464,117.1740904896744,117.1740904896744,46.86963619586976
sample_49,66.0,"[25.63, 55.63]",134.73789435872592,25.63,55.63,125.00258557040573,125.00258557040573,125.00258557040573,70.31395438335323,117.18992397225537,125.00258557040573,70.31395438335323,117.18992397225537,125.00258557040573,70.31395438335323,125.00258557040573,70.31395438335323,70.31395438335323,70.31395438335323,117.18992397225537,117.18992397225537,46.87596958890215
sample_50,69.0,"[21.27, 51.27]",70.22114572377596,21.27,51.27,179.76613305286648,179.76613305286648,117.23878242578249,62.52735062708399,109.42286359739698,117.23878242578249,62.52735062708399,109.42286359739698,117.23878242578249,70.34326945546948,78.15918828385497,62.52735062708399,62.52735062708399,62.52735062708399,117.23878242578249,109.42286359739698,46.89551297031299
sample_51,64.0,"[15.28, 45.28]",122.84837305992352,15.28,45.28,117.20192609940528,117.20192609940528,117.20192609940528,78.13461739960353,117.20192609940528,117.20192609940528,78.13461739960353,117.20192609940528,117.20192609940528,78.13461739960353,117.20192609940528,78.13461739960353,78.13461739960353,78.13461739960353,117.20192609940528,117.20192609940528,78.13461739960353
sample_52,87.0,"[6.32, 36.32]",120.5518936902612,6.32,36.32,117.19475234698808,117.19475234698808,117.19475234698808,70.31685140819285,171.88563677558253,117.19475234698808,70.31685140819285,54.69088442859444,117.19475234698808,70.31685140819285,109.38176885718887,70.31685140819285,70.31685140819285,70.31685140819285,179.69862026538172,109.38176885718887,54.69088442859444
sample_53,67.0,"[16.42, 46.42]",130.01903486843386,16.42,46.42,132.82695768718878,132.82695768718878,132.82695768718878,70.32015406968817,125.0136072350012,132.82695768718878,70.32015406968817,132.82695768718878,132.82695768718878,70.32015406968817,132.82695768718878,70.32015406968817,70.32015406968817,70.32015406968817,132.82695768718878,125.0136072350012,62.5068036175006
sample_54,65.0,"[19.23, 49.23]",122.07358256389632,19.23,49.23,117.19063926134046,117.19063926134046,117.19063926134046,70.31438355680427,117.19063926134046,117.19063926134046,70.31438355680427,117.19063926134046,117.19063926134046,70.31438355680427,117.19063926134046,70.31438355680427,70.31438355680427,70.31438355680427,70.31438355680427,117.19063926134046,54.68896498862555
sample_55,66.0,"[13.70, 43.70]",126.94548447526503,13.7,43.7,124.99247702179943,124.99247702179943,124.99247702179943,70.30826832476218,54.68420869703725,124.99247702179943,70.30826832476218,54.68420869703725,124.99247702179943,70.30826832476218,85.93232795248711,70.30826832476218,70.30826832476218,62.496238510899715,46.87217888317478,54.68420869703725,54.68420869703725
sample_56,83.0,"[11.54, 41.54]",129.65596256405908,11.54,41.54,132.76770566559648,132.76770566559648,132.76770566559648,70.28878535237462,117.14797558729101,132.76770566559648,70.28878535237462,124.95784062644375,132.76770566559648,70.28878535237462,117.14797558729101,70.28878535237462,70.28878535237462,62.47892031322188,117.14797558729101,117.14797558729101,70.28878535237462
sample_57,77.0,"[2.45, 32.45]",122.5430765958456,2.45,32.45,125.01530304771694,125.01530304771694,125.01530304771694,70.3211079643408,125.01530304771694,125.01530304771694,70.3211079643408,117.20184660723463,125.01530304771694,70.3211079643408,125.01530304771694,70.3211079643408,70.3211079643408,46.88073864289385,125.01530304771694,125.01530304771694,62.50765152385847
sample_58,78.0,"[14.54, 44.54]",70.94836518716338,14.54,44.54,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739,70.30754124353739
sample_59,76.0,"[3.48, 33.48]",131.37452097188591,3.48,33.48,117.1842417031456,117.1842417031456,117.1842417031456,70.31054502188736,117.1842417031456,117.1842417031456,70.31054502188736,117.1842417031456,117.1842417031456,70.31054502188736,117.1842417031456,70.31054502188736,70.31054502188736,70.31054502188736,117.1842417031456,117.1842417031456,46.873696681258245
